date,book
2016-04-03,76
2016-04-04,82
2016-04-05,84
2016-04-06,87
2016-04-07,83
2016-04-08,82
2016-04-09,73
2016-04-10,76
2016-04-11,87
2016-04-12,88
2016-04-13,88
2016-04-14,85
2016-04-15,79
2016-04-16,71
2016-04-17,73
2016-04-18,80
2016-04-19,80
2016-04-20,83
2016-04-21,79
2016-04-22,73
2016-04-23,68
2016-04-24,73
2016-04-25,83
2016-04-26,81
2016-04-27,84
2016-04-28,84
2016-04-29,76
2016-04-30,69
2016-05-01,75
2016-05-02,84
2016-05-03,88
2016-05-04,87
2016-05-05,86
2016-05-06,79
2016-05-07,73
2016-05-08,69
2016-05-09,86
2016-05-10,86
2016-05-11,80
2016-05-12,85
2016-05-13,83
2016-05-14,73
2016-05-15,78
2016-05-16,89
2016-05-17,88
2016-05-18,85
2016-05-19,81
2016-05-20,80
2016-05-21,71
2016-05-22,72
2016-05-23,84
2016-05-24,84
2016-05-25,79
2016-05-26,76
2016-05-27,73
2016-05-28,65
2016-05-29,71
2016-05-30,73
2016-05-31,76
2016-06-01,78
2016-06-02,77
2016-06-03,69
2016-06-04,70
2016-06-05,77
2016-06-06,79
2016-06-07,78
2016-06-08,75
2016-06-09,77
2016-06-10,70
2016-06-11,66
2016-06-12,68
2016-06-13,73
2016-06-14,73
2016-06-15,71
2016-06-16,71
2016-06-17,67
2016-06-18,66
2016-06-19,68
2016-06-20,69
2016-06-21,72
2016-06-22,70
2016-06-23,71
2016-06-24,66
2016-06-25,66
2016-06-26,70
2016-06-27,70
2016-06-28,78
2016-06-29,74
2016-06-30,72
2016-07-01,66
2016-07-02,65
2016-07-03,69
2016-07-04,66
2016-07-05,71
2016-07-06,72
2016-07-07,70
2016-07-08,65
2016-07-09,66
2016-07-10,68
2016-07-11,68
2016-07-12,71
2016-07-13,75
2016-07-14,63
2016-07-15,63
2016-07-16,69
2016-07-17,69
2016-07-18,70
2016-07-19,70
2016-07-20,72
2016-07-21,68
2016-07-22,64
2016-07-23,67
2016-07-24,71
2016-07-25,70
2016-07-26,70
2016-07-27,72
2016-07-28,72
2016-07-29,70
2016-07-30,76
2016-07-31,88
2016-08-01,79
2016-08-02,79
2016-08-03,72
2016-08-04,77
2016-08-05,65
2016-08-06,67
2016-08-07,68
2016-08-08,69
2016-08-09,78
2016-08-10,77
2016-08-11,75
2016-08-12,69
2016-08-13,69
2016-08-14,71
2016-08-15,77
2016-08-16,81
2016-08-17,76
2016-08-18,82
2016-08-19,79
2016-08-20,72
2016-08-21,75
2016-08-22,88
2016-08-23,89
2016-08-24,89
2016-08-25,87
2016-08-26,84
2016-08-27,76
2016-08-28,82
2016-08-29,90
2016-08-30,95
2016-08-31,86
2016-09-01,93
2016-09-02,81
2016-09-03,70
2016-09-04,74
2016-09-05,84
2016-09-06,92
2016-09-07,95
2016-09-08,91
2016-09-09,84
2016-09-10,74
2016-09-11,74
2016-09-12,87
2016-09-13,90
2016-09-14,92
2016-09-15,93
2016-09-16,88
2016-09-17,72
2016-09-18,78
2016-09-19,86
2016-09-20,88
2016-09-21,89
2016-09-22,89
2016-09-23,81
2016-09-24,73
2016-09-25,74
2016-09-26,87
2016-09-27,88
2016-09-28,89
2016-09-29,85
2016-09-30,82
2016-10-01,69
2016-10-02,71
2016-10-03,83
2016-10-04,87
2016-10-05,84
2016-10-06,82
2016-10-07,76
2016-10-08,67
2016-10-09,70
2016-10-10,78
2016-10-11,87
2016-10-12,90
2016-10-13,86
2016-10-14,78
2016-10-15,70
2016-10-16,74
2016-10-17,86
2016-10-18,88
2016-10-19,85
2016-10-20,85
2016-10-21,78
2016-10-22,72
2016-10-23,80
2016-10-24,88
2016-10-25,90
2016-10-26,89
2016-10-27,84
2016-10-28,85
2016-10-29,71
2016-10-30,75
2016-10-31,80
2016-11-01,84
2016-11-02,84
2016-11-03,83
2016-11-04,78
2016-11-05,68
2016-11-06,72
2016-11-07,81
2016-11-08,79
2016-11-09,59
2016-11-10,78
2016-11-11,77
2016-11-12,68
2016-11-13,78
2016-11-14,86
2016-11-15,88
2016-11-16,96
2016-11-17,92
2016-11-18,90
2016-11-19,79
2016-11-20,84
2016-11-21,87
2016-11-22,87
2016-11-23,72
2016-11-24,58
2016-11-25,67
2016-11-26,80
2016-11-27,85
2016-11-28,91
2016-11-29,100
2016-11-30,94
2016-12-01,96
2016-12-02,88
2016-12-03,81
2016-12-04,85
2016-12-05,94
2016-12-06,100
2016-12-07,98
2016-12-08,99
2016-12-09,90
2016-12-10,76
2016-12-11,88
2016-12-12,94
2016-12-13,95
2016-12-14,93
2016-12-15,89
2016-12-16,85
2016-12-17,76
2016-12-18,79
2016-12-19,85
2016-12-20,89
2016-12-21,85
2016-12-22,75
2016-12-23,75
2016-12-24,65
2016-12-25,60
2016-12-26,69
2016-12-27,70
2016-12-28,72
2016-12-29,72
2016-12-30,68
2016-12-31,62
2017-01-01,61
2017-01-02,78
2017-01-03,85
2017-01-04,86
2017-01-05,87
2017-01-06,81
2017-01-07,71
2017-01-08,75
2017-01-09,77
2017-01-10,87
2017-01-11,87
2017-01-12,85
2017-01-13,79
2017-01-14,78
2017-01-15,75
2017-01-16,80
2017-01-17,90
2017-01-18,99
2017-01-19,90
2017-01-20,83
2017-01-21,71
2017-01-22,77
2017-01-23,94
2017-01-24,92
2017-01-25,94
2017-01-26,90
2017-01-27,82
2017-01-28,76
2017-01-29,79
2017-01-30,86
2017-01-31,98
2017-02-01,91
2017-02-02,87
2017-02-03,84
2017-02-04,78
2017-02-05,75
2017-02-06,82
2017-02-07,90
2017-02-08,88
2017-02-09,88
2017-02-10,84
2017-02-11,75
2017-02-12,77
2017-02-13,85
2017-02-14,84
2017-02-15,91
2017-02-16,87
2017-02-17,79
2017-02-18,72
2017-02-19,75
2017-02-20,84
2017-02-21,90
2017-02-22,87
2017-02-23,88
2017-02-24,82
2017-02-25,73
2017-02-26,83
2017-02-27,90
2017-02-28,92
2017-03-01,99
2017-03-02,96
2017-03-03,89
2017-03-04,75
2017-03-05,79
2017-03-06,91
2017-03-07,91
2017-03-08,91
2017-03-09,87
2017-03-10,87
2017-03-11,71
2017-03-12,78
2017-03-13,84
2017-03-14,81
2017-03-15,88
2017-03-16,83
2017-03-17,74
2017-03-18,68
2017-03-19,76
2017-03-20,86
2017-03-21,85
2017-03-22,87
2017-03-23,83
2017-03-24,76
2017-03-25,68
2017-03-26,74
2017-03-27,88
2017-03-28,89
2017-03-29,86
2017-03-30,87
2017-03-31,81
2017-04-01,70
2017-04-02,76
2017-04-03,88
2017-04-04,87
2017-04-05,84
2017-04-06,86
2017-04-07,80
2017-04-08,70
2017-04-09,73
2017-04-10,84
2017-04-11,85
2017-04-12,84
2017-04-13,79
2017-04-14,72
2017-04-15,68
2017-04-16,68
2017-04-17,78
2017-04-18,86
2017-04-19,85
2017-04-20,85
2017-04-21,80
2017-04-22,75
2017-04-23,75
2017-04-24,90
2017-04-25,91
2017-04-26,89
2017-04-27,86
2017-04-28,83
2017-04-29,71
2017-04-30,75
2017-05-01,84
2017-05-02,87
2017-05-03,88
2017-05-04,87
